#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-29T21:46:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5400f3a61a6e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/167/40&tab:{J/ApJS/167/40/catalog}&key:source=J/ApJS/167/40/catalog&HTTPPRM:&&-ref=VIZ5400f3a61a6e&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/167/40/catalog
#-order=I
#-out=S
#S=wd
#-out=SpClass
#-out=WD
#-out=SDSS
#-out=pm
#-out=pmPA
#-out=umag
#-out=gmag
#-out=rmag
#-out=imag
#-out=zmag
#-out=Teff
#Sloan=SDSS
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_21670040
#Name: J/ApJS/167/40
#Title: SDSS4 confirmed white dwarfs catalog (Eisenstein+, 2006)
#Table	J_ApJS_167_40_catalog:
#Name: J/ApJS/167/40/catalog
#Title: SDSS DR4 white dwarfs and hot subdwarfs {\em(tables 1 and 1c of catalog)}
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	S	(A2)	{\bf wd} for white dwarfs, or {\bf sd} for subdwarfs	[ucd=src.class]
#Column	SpClass	(a12)	Spectral Classification	[ucd=spect.index]
#Column	WD	(a10)	McCook & Sion (1999, see Cat. III/235) WD catalog ID (as of 2005 August)	[ucd=meta.id]
#Column	SDSS	(a19)	The IAU name, JHHMMSS.ss+DDMMSS.s \linkRole{SDSS-DR4 photometric data} (3)	[ucd=meta.id;meta.main]
#Column	pm	(F7.1)	? Proper motion	[ucd=pos.pm]
#Column	pmPA	(F5.1)	? Proper-motion position angle, where 0 = north, 90 = east, etc	[ucd=pos.pm;pos.posAng]
#Column	umag	(F6.3)	? SDSS u-band PSF as observed magnitude	[ucd=phot.mag;em.opt.U]
#Column	gmag	(F6.3)	? SDSS g-band PSF as observed magnitude	[ucd=phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band PSF as observed magnitude	[ucd=phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	Teff	(I6)	Autofit temperature	[ucd=phys.temperature]
#Column	RAJ2000	(F10.6)	Decimal degree right ascension (J2000) (4)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Decimal degree declination (J2000) (4)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	S	SpClass	WD	SDSS	pm	pmPA	umag	gmag	rmag	imag	zmag	Teff	RAJ2000	DEJ2000
209.089031	-01.436240	wd	DA_auto     	1353-011  	J135621.36-012610.4	   37.7	168.0	19.284	18.805	18.998	19.166	19.376	 11426	209.089031	-01.436240
209.126421	+53.293386	wd	DA_auto     	          	J135630.34+531736.1	   13.4	  5.1	20.112	19.689	19.757	19.847	20.016	 10008	209.126421	+53.293386
209.137936	+58.888771	wd	DA_auto     	          	J135633.10+585319.5	  105.1	212.2	18.605	18.115	17.937	17.879	17.881	  7774	209.137936	+58.888771
209.176318	-00.597204	wd	DA          	          	J135642.31-003549.9	   13.2	118.0	20.781	20.438	20.701	21.042	21.262	 14955	209.176318	-00.597204
209.176318	-00.597204	wd	DA          	          	J135642.31-003549.9	   13.2	118.0	20.781	20.438	20.701	21.042	21.262	 15031	209.176318	-00.597204
209.198580	+01.746737	wd	DA          	1354+019  	J135647.65+014448.2	   43.3	136.3	18.145	17.814	18.129	18.314	18.645	 14938	209.198580	+01.746737
209.204331	+59.704794	wd	DA_auto     	          	J135649.03+594217.2	  118.1	166.2	19.112	18.668	18.603	18.638	18.820	  8268	209.204331	+59.704794
209.217742	+52.531189	wd	DA_auto     	          	J135652.25+523152.2	   58.6	292.3	19.169	18.788	18.891	19.087	19.339	 11629	209.217742	+52.531189
209.222305	-01.897988	wd	DA_auto     	          	J135653.35-015352.7	    4.0	 62.3	20.135	20.094	20.460	20.782	20.862	 21061	209.222305	-01.897988
209.252429	+01.205804	wd	DA          	1354+014  	J135700.58+011220.8	   34.6	250.3	19.469	19.167	19.420	19.637	19.867	 14819	209.252429	+01.205804
209.252429	+01.205804	wd	DA          	1354+014  	J135700.58+011220.8	   34.6	250.3	19.469	19.167	19.420	19.637	19.867	 16348	209.252429	+01.205804
209.252429	+01.205804	wd	DA          	1354+014  	J135700.58+011220.8	   34.6	250.3	19.469	19.167	19.420	19.637	19.867	 14388	209.252429	+01.205804
209.364901	+56.833176	wd	DA_auto     	          	J135727.57+564959.4	    3.9	338.6	19.201	19.005	19.363	19.673	20.154	 18136	209.364901	+56.833176
209.420677	+02.219336	wd	DA:         	          	J135740.96+021309.6	       	     	20.428	20.411	20.821	21.103	20.997	 20758	209.420677	+02.219336
209.423714	+53.055291	wd	DA_auto     	          	J135741.69+530319.0	    8.7	194.9	19.250	19.270	19.642	19.861	20.372	 20217	209.423714	+53.055291
209.436636	+43.133864	wd	DA_auto     	          	J135744.79+430801.9	   43.6	145.4	20.644	20.275	20.289	20.255	20.482	  8607	209.436636	+43.133864
209.464410	+56.184240	wd	DA_auto     	1356+565  	J135751.45+561103.2	   40.5	317.6	17.184	16.943	17.246	17.507	17.816	 16169	209.464410	+56.184240
209.493505	+60.696786	wd	DA_auto     	          	J135758.44+604148.4	   94.0	313.0	19.986	19.533	19.452	19.511	19.540	  8180	209.493505	+60.696786
209.509333	+02.442052	wd	DA          	1355+026  	J135802.23+022631.3	   55.9	154.5	17.764	17.451	17.755	17.982	18.204	 16025	209.509333	+02.442052
209.525651	-03.123591	wd	DA_auto     	          	J135806.15-030724.9	   17.3	268.3	18.621	18.489	18.760	19.018	19.180	 17803	209.525651	-03.123591
209.540079	-03.384822	wd	DC:         	          	J135809.61-032305.3	   38.3	115.1	20.234	20.293	20.370	20.503	20.440	 11608	209.540079	-03.384822
209.568410	+57.743500	wd	DA          	          	J135816.41+574436.5	   38.7	263.2	19.860	19.996	20.343	20.756	21.158	 22430	209.568410	+57.743500
209.578781	+40.278055	wd	DA_auto     	          	J135818.90+401640.9	    9.1	280.3	19.633	19.168	19.351	19.569	19.844	 11820	209.578781	+40.278055
209.598471	-02.137964	wd	DA_auto     	          	J135823.63-020816.6	   68.4	239.3	19.882	19.454	19.605	19.802	19.925	 13483	209.598471	-02.137964
209.602576	+47.492114	wd	DA_auto     	          	J135824.61+472931.6	   84.8	 82.5	18.378	17.988	18.102	18.272	18.462	 10635	209.602576	+47.492114
209.633887	-01.755519	wd	DB          	          	J135832.13-014519.8	   13.6	 38.0	19.764	19.706	19.958	20.094	20.300	 15380	209.633887	-01.755519
209.642458	+59.434413	wd	DA_auto     	          	J135834.18+592603.8	       	     	20.832	20.293	20.383	20.523	20.729	 10129	209.642458	+59.434413
209.700918	+01.016784	wd	DA          	1356+012  	J135848.22+010100.4	    4.9	326.8	19.695	19.475	19.717	19.967	20.153	 18529	209.700918	+01.016784
209.700918	+01.016784	wd	DA          	1356+012  	J135848.22+010100.4	    4.9	326.8	19.695	19.475	19.717	19.967	20.153	 17062	209.700918	+01.016784
209.720387	+47.799276	wd	DA_auto     	          	J135852.89+474757.3	    9.9	152.2	18.494	18.818	19.306	19.620	19.999	 36311	209.720387	+47.799276
209.758918	+52.157246	wd	DA_auto     	          	J135902.14+520926.0	   16.8	115.1	18.274	18.628	19.094	19.435	19.685	 41345	209.758918	+52.157246
209.779356	-02.702070	wd	DA_auto     	          	J135907.04-024207.4	   25.9	155.5	19.946	19.366	19.157	19.133	19.024	  7574	209.779356	-02.702070
209.779356	-02.702070	wd	DA_auto     	          	J135907.04-024207.4	   25.9	155.5	19.946	19.366	19.157	19.133	19.024	  7571	209.779356	-02.702070
209.783900	+41.272137	wd	DB          	          	J135908.13+411619.6	   16.2	155.7	20.058	20.095	20.459	20.698	20.760	 16879	209.783900	+41.272137
209.794285	+41.740065	wd	DA_auto     	          	J135910.62+414424.2	   31.3	273.9	19.596	19.524	19.908	20.099	20.652	 17847	209.794285	+41.740065
209.800522	-02.258636	wd	DA_auto     	          	J135912.12-021531.0	    7.7	 10.6	17.985	18.002	18.366	18.662	19.018	 24864	209.800522	-02.258636
209.855503	-00.574048	wd	DA          	          	J135925.32-003426.5	  100.0	313.7	17.179	16.811	16.925	17.044	17.241	 10608	209.855503	-00.574048
209.855503	-00.574048	wd	DA          	          	J135925.32-003426.5	  100.0	313.7	17.179	16.811	16.925	17.044	17.241	 10671	209.855503	-00.574048
209.871607	+39.291083	wd	DA_auto     	          	J135929.18+391727.8	   33.5	217.8	19.260	18.933	19.110	19.290	19.538	 11696	209.871607	+39.291083
209.888124	-01.573412	wd	DA_auto     	1356-013  	J135933.14-013424.2	   37.0	167.4	19.428	18.982	19.131	19.273	19.432	 10964	209.888124	-01.573412
209.888477	-02.287551	wd	DBA         	          	J135933.23-021715.1	   23.0	249.8	17.673	17.729	17.990	18.239	18.480	 17067	209.888477	-02.287551
209.893684	+04.995064	wd	DB          	          	J135934.48+045942.2	   19.5	115.7	18.957	19.038	19.336	19.638	19.944	 18408	209.893684	+04.995064
209.898299	+36.399965	wd	DA+M        	          	J135935.59+362359.8	   24.7	273.0	18.258	17.943	18.024	17.468	16.821	 10110	209.898299	+36.399965
209.974172	+61.747814	wd	DA_auto     	          	J135953.80+614452.1	    3.3	174.1	19.581	19.504	19.846	20.124	20.378	 19596	209.974172	+61.747814
210.001435	+03.214412	wd	DA          	1357+034  	J140000.34+031251.8	   73.5	270.2	18.653	18.437	18.762	19.004	19.277	 16901	210.001435	+03.214412
210.007221	+36.527759	wd	DB          	          	J140001.73+363139.9	   22.9	246.6	19.123	19.077	19.453	19.665	19.849	 16071	210.007221	+36.527759
210.009311	+48.240722	wd	DA_auto     	          	J140002.23+481426.5	    9.8	118.4	19.538	19.296	19.560	19.789	20.062	 14797	210.009311	+48.240722
210.019585	+64.524558	wd	DA          	1358+647  	J140004.70+643128.4	   19.9	273.7	18.138	17.671	17.877	18.026	18.297	 10995	210.019585	+64.524558
210.025574	+10.783456	wd	DA_auto     	          	J140006.13+104700.4	   51.0	333.5	18.035	17.623	17.632	17.696	17.880	  9349	210.025574	+10.783456
210.042825	+61.040869	wd	DA_auto     	          	J140010.27+610227.1	    8.7	350.4	18.025	17.785	18.060	18.314	18.518	 15874	210.042825	+61.040869
210.067345	+53.143376	wd	DA_auto     	          	J140016.16+530836.1	   54.8	250.0	18.869	18.497	18.559	18.645	18.872	  9992	210.067345	+53.143376
210.071676	+56.490774	wd	DA_auto     	          	J140017.20+562926.7	    4.4	242.9	19.492	19.313	19.637	19.891	20.475	 17237	210.071676	+56.490774
210.084065	+64.210276	wd	DB          	1358+644  	J140020.17+641236.9	   64.3	158.4	19.465	19.462	19.821	20.067	20.588	 17190	210.084065	+64.210276
210.086993	+64.653110	wd	DA          	1358+648  	J140020.87+643911.1	   14.8	185.4	19.330	19.083	19.414	19.662	19.971	 16242	210.086993	+64.653110
210.138490	-02.964183	wd	DA_auto     	          	J140033.23-025751.0	   24.9	123.1	20.538	20.278	20.334	20.560	20.521	 11781	210.138490	-02.964183
210.214898	-01.904007	wd	DQ          	          	J140051.57-015414.4	  143.8	227.1	19.630	19.618	19.639	19.766	19.959	 10753	210.214898	-01.904007
210.218731	-01.983152	wd	DA_auto     	          	J140052.49-015859.3	   29.8	 89.0	19.821	19.455	19.596	19.813	19.969	 13744	210.218731	-01.983152
210.225868	-01.377233	wd	DA_auto     	          	J140054.20-012238.0	   17.6	 78.0	19.914	19.552	19.934	20.131	20.379	 16601	210.225868	-01.377233
210.236992	+56.181438	wd	DA_auto     	          	J140056.87+561053.1	   44.2	238.4	19.474	19.062	19.014	19.089	19.117	  8165	210.236992	+56.181438
210.257681	-03.316060	wd	DA_auto     	          	J140101.84-031857.8	   19.4	181.4	20.201	19.845	20.016	20.120	20.324	 11509	210.257681	-03.316060
210.269231	-00.939354	wd	DA          	          	J140104.61-005621.6	   53.3	221.1	19.516	19.003	18.848	18.841	18.873	  7759	210.269231	-00.939354
210.269231	-00.939354	wd	DA          	          	J140104.61-005621.6	   53.3	221.1	19.516	19.003	18.848	18.841	18.873	  7715	210.269231	-00.939354
210.284487	+60.299984	wd	DA_auto     	          	J140108.27+601759.9	    4.5	353.1	19.795	19.620	19.863	20.153	20.398	 16498	210.284487	+60.299984
210.313204	+00.734121	wd	DA          	1358+009  	J140115.16+004402.8	   24.4	285.6	19.760	19.257	19.124	19.076	19.089	  7837	210.313204	+00.734121
210.313204	+00.734121	wd	DA          	1358+009  	J140115.16+004402.8	   24.4	285.6	19.760	19.257	19.124	19.076	19.089	  7873	210.313204	+00.734121
210.314880	+60.220496	wd	DB          	          	J140115.57+601313.7	   18.1	151.8	20.197	20.294	20.592	20.846	21.006	 16761	210.314880	+60.220496
210.338809	+62.302050	wd	DA_auto     	          	J140121.31+621807.3	   11.3	254.7	19.074	18.693	18.944	19.136	19.386	 13548	210.338809	+62.302050
210.339022	+60.559567	wd	DA_auto     	          	J140121.36+603334.4	   16.8	285.4	19.614	19.262	19.319	19.467	19.731	 13071	210.339022	+60.559567
210.464273	+03.496279	wd	DB:         	          	J140151.42+032946.6	   10.5	293.8	19.743	19.952	20.304	20.458	20.883	 21990	210.464273	+03.496279
210.496233	+02.357431	wd	DB          	1359+025  	J140159.09+022126.7	    7.6	345.3	18.736	19.026	19.470	19.828	19.986	 38038	210.496233	+02.357431
210.498034	+02.753257	wd	DA          	1359+029  	J140159.52+024511.7	   30.7	188.5	19.720	19.305	19.209	19.235	19.282	  8576	210.498034	+02.753257
210.498307	+45.457746	wd	DA_auto     	          	J140159.59+452727.8	    3.0	220.8	20.301	20.168	20.401	20.862	20.428	 17213	210.498307	+45.457746
210.510554	+02.901984	wd	WD          	          	J140202.53+025407.1	   25.4	259.7	19.666	20.127	20.638	21.044	20.997	 77538	210.510554	+02.901984
210.516526	+52.337989	wd	DA_auto     	          	J140203.96+522016.7	    8.3	180.6	19.587	19.588	19.930	20.236	20.641	 20364	210.516526	+52.337989
210.532271	-01.509087	wd	DA_auto     	          	J140207.74-013032.7	   10.8	 88.1	19.747	19.592	19.880	20.178	20.427	 16661	210.532271	-01.509087
210.532411	+01.307810	wd	DA          	1359+015  	J140207.77+011828.1	   21.2	288.2	20.390	19.966	20.041	20.181	20.380	 10143	210.532411	+01.307810
210.543835	+43.644466	wd	DA_auto     	          	J140210.52+433840.0	   44.4	210.1	19.990	19.536	19.746	20.015	20.203	 13040	210.543835	+43.644466
210.544434	+64.245756	wd	DA          	1400+644  	J140210.66+641444.7	   38.7	228.4	18.724	18.742	19.195	19.520	19.792	 24126	210.544434	+64.245756
210.555599	+45.195107	wd	DA_auto     	1400+454  	J140213.34+451142.3	   35.0	241.7	16.925	16.820	17.155	17.429	17.789	 20707	210.555599	+45.195107
210.562122	-02.584503	wd	DA_auto     	          	J140214.90-023504.2	   21.6	279.5	20.549	20.145	20.268	20.359	20.630	 10726	210.562122	-02.584503
210.576109	+61.271250	wd	DA_auto     	          	J140218.26+611616.4	       	     	20.626	20.249	20.499	20.564	20.724	 13000	210.576109	+61.271250
210.610294	+60.275691	wd	DA_auto     	          	J140226.47+601632.4	       	     	20.602	20.208	20.437	20.503	20.963	 12854	210.610294	+60.275691
210.613322	+40.656188	wd	DB          	          	J140227.19+403922.2	   88.1	159.9	17.662	17.780	18.070	18.327	18.590	 16930	210.613322	+40.656188
210.622406	+60.354888	wd	DB          	          	J140229.37+602117.5	   14.6	304.8	18.720	18.783	19.103	19.308	19.616	 16237	210.622406	+60.354888
210.627529	-02.905698	wd	DA_auto     	          	J140230.60-025420.5	  240.6	270.9	19.596	19.105	18.884	18.848	18.873	  7566	210.627529	-02.905698
210.658343	-01.265831	wd	DA_auto     	1400-010  	J140238.00-011556.9	   64.7	242.7	18.919	18.484	18.598	18.673	18.802	 10322	210.658343	-01.265831
210.668352	+05.033277	wd	DA          	1400+052  	J140240.40+050159.7	   73.7	118.2	19.712	19.205	19.023	18.963	18.961	  7427	210.668352	+05.033277
210.731572	+57.532512	wd	DB          	          	J140255.57+573157.0	   33.5	166.7	18.840	18.905	19.317	19.552	19.568	 19048	210.731572	+57.532512
210.789715	+48.181571	wd	DC          	          	J140309.53+481053.6	   17.2	 34.7	19.684	19.538	19.598	19.816	20.197	 10604	210.789715	+48.181571
210.812160	-01.308369	wd	DA_auto     	          	J140314.91-011830.1	    8.7	 92.7	20.607	20.233	20.399	20.651	20.868	 13291	210.812160	-01.308369
210.838788	+57.291805	wd	DA_auto     	          	J140321.30+571730.4	   40.2	174.3	19.268	18.830	19.021	19.203	19.431	 12254	210.838788	+57.291805
210.848841	+40.654716	wd	DA_auto     	          	J140323.72+403916.9	   26.1	175.1	18.938	18.574	18.517	18.568	18.713	  8640	210.848841	+40.654716
210.858448	+53.365293	wd	DA_auto     	          	J140326.02+532155.0	   27.9	106.6	19.613	19.181	19.290	19.481	19.553	 10582	210.858448	+53.365293
210.865652	+00.355423	wd	DA          	1400+005  	J140327.75+002119.5	   22.1	 56.4	16.410	16.856	17.376	17.737	18.046	 70097	210.865652	+00.355423
210.865652	+00.355423	wd	DA          	1400+005  	J140327.75+002119.5	   22.1	 56.4	16.410	16.856	17.376	17.737	18.046	 68665	210.865652	+00.355423
210.868174	+43.347506	wd	DC:         	          	J140328.36+432051.0	   59.1	256.3	19.265	18.849	18.826	18.852	18.961	 10086	210.868174	+43.347506
210.868905	+02.175237	wd	DA          	1400+024  	J140328.53+021030.8	   39.4	258.3	18.208	17.928	18.171	18.439	18.658	 14982	210.868905	+02.175237
210.922288	+00.594732	wd	DA          	1401+008  	J140341.34+003541.0	   23.5	222.5	20.298	20.027	20.240	20.454	20.699	 15268	210.922288	+00.594732
210.922288	+00.594732	wd	DA          	1401+008  	J140341.34+003541.0	   23.5	222.5	20.298	20.027	20.240	20.454	20.699	 14209	210.922288	+00.594732
210.930552	-01.836155	wd	DA_auto     	          	J140343.33-015010.1	   16.8	215.3	19.363	19.050	19.017	19.067	19.346	  9399	210.930552	-01.836155
210.932150	+52.113809	wd	DA_auto     	1401+523  	J140343.71+520649.7	  195.8	246.5	17.036	16.608	16.421	16.404	16.453	  7936	210.932150	+52.113809
210.972764	+64.664998	wd	DC          	1402+649  	J140353.46+643953.9	   96.5	294.6	17.009	16.866	16.956	17.070	17.214	 10169	210.972764	+64.664998
210.972982	-01.682655	wd	DA+M:       	          	J140353.51-014057.5	    7.6	128.8	19.898	20.187	20.542	20.408	20.328	 26780	210.972982	-01.682655
210.975047	+43.581893	wd	DA_auto     	          	J140354.01+433454.8	   56.1	160.2	17.110	17.100	17.454	17.764	18.041	 20732	210.975047	+43.581893
210.990225	+54.315680	wd	DA+M        	          	J140357.65+541856.4	   43.8	204.0	18.071	17.855	18.120	18.135	17.868	 15657	210.990225	+54.315680
210.995782	+40.881880	wd	DA          	          	J140358.98+405254.7	  110.0	352.3	18.578	18.018	18.031	18.021	18.195	  8092	210.995782	+40.881880
210.998383	+54.451648	wd	DA_auto     	          	J140359.61+542705.9	   26.1	229.7	20.113	19.617	19.768	19.926	20.120	 10557	210.998383	+54.451648
211.018212	+03.121740	wd	DB          	1401+033  	J140404.37+030718.2	    3.1	306.7	19.363	19.436	19.697	19.913	20.143	 16390	211.018212	+03.121740
211.034335	-03.276685	wd	DA_auto     	          	J140408.24-031636.0	   32.6	167.8	19.580	19.197	19.354	19.555	19.655	 14359	211.034335	-03.276685
211.036190	+59.767686	wd	DA_auto     	          	J140408.68+594603.6	   16.1	283.9	19.982	19.901	20.288	20.583	21.019	 20168	211.036190	+59.767686
211.041472	+04.961110	wd	DO          	1401+051  	J140409.95+045739.9	   13.2	158.5	16.923	17.443	17.971	18.328	18.659	100000	211.041472	+04.961110
211.084666	+47.141738	wd	DA_auto     	          	J140420.31+470830.2	    9.0	299.1	20.198	19.908	20.214	20.526	20.559	 15730	211.084666	+47.141738
211.102859	+59.578755	wd	DA_auto     	          	J140424.68+593443.5	   12.2	 92.2	20.202	19.880	19.931	20.163	20.283	 12936	211.102859	+59.578755
211.130865	+46.966699	wd	DA_auto     	          	J140431.40+465800.1	   47.0	140.4	19.928	19.457	19.519	19.673	19.964	  9943	211.130865	+46.966699
211.162364	+52.723981	wd	DA_auto     	          	J140438.96+524326.3	   52.2	134.7	18.361	17.979	17.883	17.926	18.029	  8353	211.162364	+52.723981
211.170954	+03.297569	wd	DA          	1402+035  	J140441.02+031751.2	   89.0	253.3	20.473	20.051	20.045	20.089	20.042	  9144	211.170954	+03.297569
211.181017	+54.539585	wd	DC:         	          	J140443.44+543222.5	   23.0	268.9	19.705	19.477	19.464	19.535	19.689	 10092	211.181017	+54.539585
211.186250	+44.185276	wd	DA_auto     	          	J140444.69+441106.9	   17.4	298.5	18.965	18.775	19.014	19.365	19.613	 16460	211.186250	+44.185276
211.186804	+42.330225	wd	DA_auto     	          	J140444.83+421948.8	   35.3	181.0	18.977	18.691	18.934	19.222	19.422	 14694	211.186804	+42.330225
211.187948	-02.543699	wd	DZ          	          	J140445.10-023237.3	   19.9	281.4	19.425	19.008	18.958	19.001	19.218	 10096	211.187948	-02.543699
211.254041	-02.557056	wd	DA_auto     	          	J140500.96-023325.4	    9.8	205.5	19.759	19.427	19.425	19.515	19.686	  9718	211.254041	-02.557056
211.258764	+38.166015	wd	DBA         	          	J140502.10+380957.6	  106.5	168.8	15.908	16.017	16.347	16.654	16.785	 17361	211.258764	+38.166015
211.275775	+01.397582	wd	DA          	1402+016  	J140506.18+012351.2	   36.0	241.1	18.576	18.112	18.165	18.293	18.437	 10311	211.275775	+01.397582
211.315801	+55.567323	wd	DA_auto     	          	J140515.79+553402.3	    2.4	206.7	20.288	19.982	20.048	20.267	21.081	 11183	211.315801	+55.567323
211.348433	+44.440164	wd	DA_auto     	          	J140523.62+442624.5	   18.2	223.4	20.608	20.169	20.344	20.669	20.797	 13013	211.348433	+44.440164
211.368503	+60.376303	wd	DA_auto     	          	J140528.44+602234.6	   12.3	248.2	17.644	17.307	17.535	17.769	18.047	 13501	211.368503	+60.376303
211.395548	+04.151873	wd	DA+M        	1403+043  	J140534.93+040906.7	   58.7	132.7	19.027	18.580	18.773	18.998	18.968	 17320	211.395548	+04.151873
211.436803	+60.093571	wd	DA+M        	          	J140544.83+600536.8	    5.0	107.9	19.048	18.945	18.424	17.908	17.573	  6300	211.436803	+60.093571
211.461545	+02.449800	wd	DA          	1403+026  	J140550.77+022659.2	   31.6	241.0	20.487	20.250	20.493	20.661	21.057	 14257	211.461545	+02.449800
211.466353	+37.227289	wd	DA_auto     	          	J140551.92+371338.2	   40.3	174.0	20.368	19.944	20.270	20.515	20.980	 14173	211.466353	+37.227289
211.488731	+44.893304	wd	DB+M:       	          	J140557.29+445335.8	   48.8	284.4	18.290	18.342	18.609	18.673	18.468	 14133	211.488731	+44.893304
211.501683	-02.090311	wd	DA_auto     	          	J140600.40-020525.1	   37.2	264.1	18.273	17.854	18.063	18.242	18.541	 13146	211.501683	-02.090311
211.502317	+64.553601	wd	DAB         	1404+647  	J140600.55+643312.9	    7.2	186.7	18.282	18.110	18.305	18.463	18.695	 33093	211.502317	+64.553601
211.513858	+56.592018	wd	DA_auto     	          	J140603.32+563531.2	    5.8	336.7	17.656	17.479	17.770	17.994	18.322	 15929	211.513858	+56.592018
211.565854	+56.457198	wd	DO:         	          	J140615.80+562725.9	   11.0	262.3	17.874	18.223	18.753	19.096	19.470	 40000	211.565854	+56.457198
211.583190	-01.325678	wd	DBA         	          	J140619.96-011932.4	  253.4	252.4	15.522	15.591	15.877	16.089	16.323	 16481	211.583190	-01.325678
211.594973	+36.161337	wd	DA_auto     	          	J140622.79+360940.8	    2.9	162.2	19.841	19.384	19.483	19.702	20.014	 11364	211.594973	+36.161337
211.601742	+05.511278	wd	DA          	1403+057  	J140624.41+053040.6	  115.6	176.0	20.191	19.716	19.795	19.905	20.095	 10593	211.601742	+05.511278
211.607069	+02.079714	wd	DQ:         	1403+023  	J140625.69+020446.9	   93.5	153.9	19.092	18.770	18.693	18.715	18.892	 10084	211.607069	+02.079714
211.632725	+04.624132	wd	DA:         	          	J140631.85+043726.8	   22.8	 81.3	19.069	18.639	18.533	18.574	18.630	  8314	211.632725	+04.624132
211.635096	+01.810638	wd	DQ:         	1403+020  	J140632.42+014838.2	  127.0	224.6	18.660	18.408	18.372	18.410	18.529	 10120	211.635096	+01.810638
211.637896	+63.888977	wd	DC          	1405+641  	J140633.09+635320.3	  199.3	328.8	18.589	18.423	18.542	18.575	18.840	 10303	211.637896	+63.888977
211.674786	+03.327921	wd	DA          	1404+035  	J140641.94+031940.5	   30.7	179.9	17.896	17.900	18.300	18.576	18.916	 22480	211.674786	+03.327921
211.675876	+36.632010	wd	DA_auto     	          	J140642.21+363755.2	   44.6	143.2	17.125	17.393	17.761	18.131	18.466	 27753	211.675876	+36.632010
211.686318	+53.750123	wd	DA_auto     	1404+539  	J140644.71+534500.4	       	     	17.296	16.843	17.056	17.251	17.495	 12136	211.686318	+53.750123
211.686570	+53.064773	wd	DA_auto     	          	J140644.77+530353.1	    7.3	126.5	19.673	19.774	20.143	20.386	20.171	 21097	211.686570	+53.064773
211.689449	+55.394513	wd	DB          	          	J140645.46+552340.2	   20.6	178.0	18.866	18.947	19.219	19.467	19.729	 15879	211.689449	+55.394513
211.756723	+00.502390	wd	DA          	1404+007  	J140701.61+003008.6	   79.6	291.7	18.011	17.595	17.677	17.805	17.983	 10294	211.756723	+00.502390
211.759848	+02.862552	wd	DA          	1404+030  	J140702.36+025145.1	   51.0	260.5	19.821	19.639	19.990	20.247	20.541	 20016	211.759848	+02.862552
211.775167	+02.348315	wd	DA          	1404+025  	J140706.04+022053.9	   24.6	289.3	18.124	18.425	18.872	19.241	19.433	 36000	211.775167	+02.348315
211.845979	+00.644948	wd	DA+M        	1404+008  	J140723.03+003841.8	    8.4	300.1	17.681	17.674	17.754	17.024	16.414	  8475	211.845979	+00.644948
211.874416	+36.488240	wd	DA_auto     	          	J140729.85+362917.6	   14.2	192.0	19.582	19.074	19.240	19.417	19.650	 11053	211.874416	+36.488240
211.887693	+62.094514	wd	DB          	          	J140733.04+620540.2	    9.7	144.3	19.340	19.300	19.543	19.768	20.101	 13622	211.887693	+62.094514
211.888306	+46.132867	wd	DA_auto     	          	J140733.19+460758.3	   30.1	256.1	19.961	19.644	19.666	19.749	19.876	  9311	211.888306	+46.132867
212.031006	+00.906639	wd	DA:         	          	J140807.44+005423.9	   12.3	180.7	19.715	19.970	20.373	20.640	21.008	 31130	212.031006	+00.906639
212.060976	+00.644165	wd	DB          	1405+008  	J140814.63+003838.9	   21.2	273.6	18.981	19.189	19.601	19.849	19.970	 25314	212.060976	+00.644165
